Domain,Area,Element,Item,Year,Unit,Value
"Credit to Agriculture","Bangladesh","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.371566"
"Credit to Agriculture","Bangladesh","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.393579"
"Credit to Agriculture","Bangladesh","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.390275"
"Credit to Agriculture","Bangladesh","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.397498"
"Credit to Agriculture","Bangladesh","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.393712"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1991","index","0.760558"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1992","index","0.781815"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1993","index","0.821012"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1994","index","1.083687"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1995","index","0.824734"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1996","index","0.841759"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1997","index","0.885612"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1998","index","1.129768"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1999","index","0.857011"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2000","index","1.319468"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2001","index","1.013633"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2002","index","0.898494"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","0.795332"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","0.651452"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","0.695646"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","0.728505"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","0.769084"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","0.700279"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","0.590058"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","0.342744"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","0.324799"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","0.19595"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","0.20585"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","0.125875"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","0.082524"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","0.093243"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","0.095261"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","0.085501"
"Credit to Agriculture","Barbados","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","0.095027"
"Credit to Agriculture","Belarus","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1999","index","1.118385"
"Credit to Agriculture","Belarus","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2000","index","0.926326"
"Credit to Agriculture","Belarus","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2001","index","1.235548"
"Credit to Agriculture","Belarus","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2002","index","1.34442"
"Credit to Agriculture","Belarus","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","1.668686"
"Credit to Agriculture","Belarus","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","1.892705"
"Credit to Agriculture","Belarus","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","2.193339"
"Credit to Agriculture","Belarus","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","2.423107"
"Credit to Agriculture","Belarus","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","2.456852"
"Credit to Agriculture","Belarus","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","2.561142"
"Credit to Agriculture","Belarus","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","2.827758"
"Credit to Agriculture","Belarus","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","2.717229"
"Credit to Agriculture","Belarus","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","1.60766"
"Credit to Agriculture","Belarus","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","1.695498"
"Credit to Agriculture","Belarus","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","2.030311"
"Credit to Agriculture","Belarus","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","1.815109"
"Credit to Agriculture","Belarus","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","1.81348"
"Credit to Agriculture","Belarus","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","1.452334"
"Credit to Agriculture","Belarus","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","1.032512"
"Credit to Agriculture","Belarus","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","1.092663"
"Credit to Agriculture","Belarus","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","1.049573"
"Credit to Agriculture","Belgium","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2003","index","4.347967"
"Credit to Agriculture","Belgium","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2004","index","4.43579"
"Credit to Agriculture","Belgium","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2005","index","5.180218"
"Credit to Agriculture","Belgium","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2006","index","3.766914"
"Credit to Agriculture","Belgium","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2007","index","3.404178"
"Credit to Agriculture","Belgium","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2008","index","4.190488"
"Credit to Agriculture","Belgium","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2009","index","4.848818"
"Credit to Agriculture","Belgium","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2010","index","4.153748"
"Credit to Agriculture","Belgium","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2011","index","4.947133"
"Credit to Agriculture","Belgium","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2012","index","4.056683"
"Credit to Agriculture","Belgium","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2013","index","4.756499"
"Credit to Agriculture","Belgium","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2014","index","5.071448"
"Credit to Agriculture","Belgium","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2015","index","4.778511"
"Credit to Agriculture","Belgium","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2016","index","5.048027"
"Credit to Agriculture","Belgium","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2017","index","4.651148"
"Credit to Agriculture","Belgium","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2018","index","5.337735"
"Credit to Agriculture","Belgium","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","2019","index","4.90476"
"Credit to Agriculture","Belize","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1991","index","1.181849"
"Credit to Agriculture","Belize","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1992","index","1.047247"
"Credit to Agriculture","Belize","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1993","index","1.179"
"Credit to Agriculture","Belize","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1994","index","0.972014"
"Credit to Agriculture","Belize","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1995","index","0.965206"
"Credit to Agriculture","Belize","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1996","index","0.869508"
"Credit to Agriculture","Belize","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1997","index","0.944014"
"Credit to Agriculture","Belize","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1998","index","0.864245"
"Credit to Agriculture","Belize","Agriculture orientation index US$","Credit to Agriculture, Forestry and Fishing","1999","index","0.707916"
