Domain,Area,Indicator,Sex,Year,Source,Unit,Value
"Employment Indicators: Rural","Côte d'Ivoire","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","4789.38"
"Employment Indicators: Rural","Côte d'Ivoire","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","4385.885"
"Employment Indicators: Rural","Côte d'Ivoire","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","3564.754"
"Employment Indicators: Rural","Croatia","Employment by status of employment, total, rural areas","Total","2002","Labour force survey","1000 persons","4.165"
"Employment Indicators: Rural","Croatia","Employment by status of employment, total, rural areas","Total","2003","Labour force survey","1000 persons","6.727"
"Employment Indicators: Rural","Croatia","Employment by status of employment, total, rural areas","Total","2004","Labour force survey","1000 persons","5.115"
"Employment Indicators: Rural","Croatia","Employment by status of employment, total, rural areas","Total","2005","Labour force survey","1000 persons","4.39"
"Employment Indicators: Rural","Croatia","Employment by status of employment, total, rural areas","Total","2006","Labour force survey","1000 persons","6.012"
"Employment Indicators: Rural","Croatia","Employment by status of employment, total, rural areas","Total","2007","Labour force survey","1000 persons","8.255"
"Employment Indicators: Rural","Croatia","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","4.594"
"Employment Indicators: Rural","Croatia","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","3.094"
"Employment Indicators: Rural","Croatia","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","4.114"
"Employment Indicators: Rural","Croatia","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","2.81"
"Employment Indicators: Rural","Croatia","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","648.04"
"Employment Indicators: Rural","Croatia","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","615.387"
"Employment Indicators: Rural","Croatia","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","613.218"
"Employment Indicators: Rural","Croatia","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","593.272"
"Employment Indicators: Rural","Croatia","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","559.97"
"Employment Indicators: Rural","Croatia","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","570.475"
"Employment Indicators: Rural","Croatia","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","568.635"
"Employment Indicators: Rural","Croatia","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","607.352"
"Employment Indicators: Rural","Croatia","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","629.357"
"Employment Indicators: Rural","Cyprus","Employment by status of employment, total, rural areas","Total","2000","Labour force survey","1000 persons","100.868"
"Employment Indicators: Rural","Cyprus","Employment by status of employment, total, rural areas","Total","2001","Labour force survey","1000 persons","104.428"
"Employment Indicators: Rural","Cyprus","Employment by status of employment, total, rural areas","Total","2002","Labour force survey","1000 persons","112.655"
"Employment Indicators: Rural","Cyprus","Employment by status of employment, total, rural areas","Total","2003","Labour force survey","1000 persons","119.988"
"Employment Indicators: Rural","Cyprus","Employment by status of employment, total, rural areas","Total","2004","Labour force survey","1000 persons","96.419"
"Employment Indicators: Rural","Cyprus","Employment by status of employment, total, rural areas","Total","2005","Labour force survey","1000 persons","92.92"
"Employment Indicators: Rural","Cyprus","Employment by status of employment, total, rural areas","Total","2006","Labour force survey","1000 persons","92.481"
"Employment Indicators: Rural","Cyprus","Employment by status of employment, total, rural areas","Total","2007","Labour force survey","1000 persons","98.854"
"Employment Indicators: Rural","Cyprus","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","103.636"
"Employment Indicators: Rural","Cyprus","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","103.551"
"Employment Indicators: Rural","Cyprus","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","105.619"
"Employment Indicators: Rural","Cyprus","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","104.796"
"Employment Indicators: Rural","Cyprus","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","91.392"
"Employment Indicators: Rural","Cyprus","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","89.654"
"Employment Indicators: Rural","Cyprus","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","88.742"
"Employment Indicators: Rural","Cyprus","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","83.809"
"Employment Indicators: Rural","Cyprus","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","81.901"
"Employment Indicators: Rural","Cyprus","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","73.836"
"Employment Indicators: Rural","Cyprus","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","72.06"
"Employment Indicators: Rural","Cyprus","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","76.093"
