Domain,Area,Indicator,Sex,Year,Source,Unit,Value
"Employment Indicators: Agriculture","Bahamas","Share of employment in agriculture, forestry and fishing in total employment","Total","1993","Labour force survey","%","5.4"
"Employment Indicators: Agriculture","Bahamas","Share of employment in agriculture, forestry and fishing in total employment","Total","1994","Labour force survey","%","5.4"
"Employment Indicators: Agriculture","Bahamas","Share of employment in agriculture, forestry and fishing in total employment","Total","1995","Labour force survey","%","4.3"
"Employment Indicators: Agriculture","Bahamas","Share of employment in agriculture, forestry and fishing in total employment","Total","1996","Labour force survey","%","4.9"
"Employment Indicators: Agriculture","Bahamas","Share of employment in agriculture, forestry and fishing in total employment","Total","1997","Labour force survey","%","3.8"
"Employment Indicators: Agriculture","Bahamas","Share of employment in agriculture, forestry and fishing in total employment","Total","1998","Labour force survey","%","3.5"
"Employment Indicators: Agriculture","Bahamas","Share of employment in agriculture, forestry and fishing in total employment","Total","1999","Labour force survey","%","4"
"Employment Indicators: Agriculture","Bahamas","Share of employment in agriculture, forestry and fishing in total employment","Total","2001","Labour force survey","%","4.2"
"Employment Indicators: Agriculture","Bahamas","Share of employment in agriculture, forestry and fishing in total employment","Total","2002","Labour force survey","%","3.7"
"Employment Indicators: Agriculture","Bahamas","Share of employment in agriculture, forestry and fishing in total employment","Total","2003","Labour force survey","%","3"
"Employment Indicators: Agriculture","Bahamas","Share of employment in agriculture, forestry and fishing in total employment","Total","2004","Labour force survey","%","4.4"
"Employment Indicators: Agriculture","Bahamas","Share of employment in agriculture, forestry and fishing in total employment","Total","2005","Labour force survey","%","3.5"
"Employment Indicators: Agriculture","Bahamas","Share of employment in agriculture, forestry and fishing in total employment","Total","2006","Labour force survey","%","2.5"
"Employment Indicators: Agriculture","Bahamas","Share of employment in agriculture, forestry and fishing in total employment","Total","2007","Labour force survey","%","2.3"
"Employment Indicators: Agriculture","Bahamas","Share of employment in agriculture, forestry and fishing in total employment","Total","2008","Labour force survey","%","2.9"
"Employment Indicators: Agriculture","Bahamas","Share of employment in agriculture, forestry and fishing in total employment","Total","2009","Labour force survey","%","2.9"
"Employment Indicators: Agriculture","Bahamas","Share of employment in agriculture, forestry and fishing in total employment","Total","2011","Labour force survey","%","3.7"
"Employment Indicators: Agriculture","Bahrain","Share of employment in agriculture, forestry and fishing in total employment","Total","1979","Official estimates","%","3.1"
"Employment Indicators: Agriculture","Bahrain","Share of employment in agriculture, forestry and fishing in total employment","Total","1981","Official estimates","%","2.7"
"Employment Indicators: Agriculture","Bahrain","Share of employment in agriculture, forestry and fishing in total employment","Total","1982","Official estimates","%","2.6"
"Employment Indicators: Agriculture","Bahrain","Share of employment in agriculture, forestry and fishing in total employment","Total","1991","Population census","%","2.4"
"Employment Indicators: Agriculture","Bahrain","Share of employment in agriculture, forestry and fishing in total employment","Total","2001","Population census","%","1.6"
"Employment Indicators: Agriculture","Bahrain","Share of employment in agriculture, forestry and fishing in total employment","Total","2010","Population census","%","1.1"
"Employment Indicators: Agriculture","Bahrain","Share of employment in agriculture, forestry and fishing in total employment","Total","2015","Official estimates","%","1.1"
"Employment Indicators: Agriculture","Bangladesh","Share of employment in agriculture, forestry and fishing in total employment","Total","1984","Labour force survey","%","58.8"
"Employment Indicators: Agriculture","Bangladesh","Share of employment in agriculture, forestry and fishing in total employment","Total","1985","Labour force survey","%","57.7"
"Employment Indicators: Agriculture","Bangladesh","Share of employment in agriculture, forestry and fishing in total employment","Total","1986","Labour force survey","%","57.1"
"Employment Indicators: Agriculture","Bangladesh","Share of employment in agriculture, forestry and fishing in total employment","Total","1989","Labour force survey","%","64.9"
"Employment Indicators: Agriculture","Bangladesh","Share of employment in agriculture, forestry and fishing in total employment","Total","1991","Labour force survey","%","66.4"
"Employment Indicators: Agriculture","Bangladesh","Share of employment in agriculture, forestry and fishing in total employment","Total","1996","Labour force survey","%","63.2"
"Employment Indicators: Agriculture","Bangladesh","Share of employment in agriculture, forestry and fishing in total employment","Total","2000","Labour force survey","%","62.1"
"Employment Indicators: Agriculture","Bangladesh","Share of employment in agriculture, forestry and fishing in total employment","Total","2003","Labour force survey","%","51.800003"
"Employment Indicators: Agriculture","Bangladesh","Share of employment in agriculture, forestry and fishing in total employment","Total","2005","Labour force survey","%","48.099998"
"Employment Indicators: Agriculture","Bangladesh","Share of employment in agriculture, forestry and fishing in total employment","Total","2006","Labour force survey","%","48.099998"
"Employment Indicators: Agriculture","Bangladesh","Share of employment in agriculture, forestry and fishing in total employment","Total","2010","Labour force survey","%","47.3"
"Employment Indicators: Agriculture","Bangladesh","Share of employment in agriculture, forestry and fishing in total employment","Total","2013","Labour force survey","%","45.1"
